00,43.8,1144.9,959.2,1074.4
00:10,47.8,1125.7,965.5,1084.3
00:20,47.7,1105.5,954.1,1088.6
00:30,47.3,1113.8,934.7,1067.5
00:40,47.0,1107.2,946.2,1066.8
00:50,46.6,1083.8,939.3,1056.8
01,45.7,1086.8,939.4,1045.6
01:10,46.3,1082.2,937.9,1032.0
01:20,45.9,1067.1,931.9,1021.9
01:30,45.1,1062.0,923.4,1022.8
01:40,45.1,1055.9,929.5,1006.1
01:50,43.9,1074.5,915.6,993.3
02,43.8,1068.7,908.4,995.5
02:10,43.6,1056.1,906.3,987.2
02:20,44.0,1037.3,903.8,976.3
02:30,43.4,1036.3,890.8,972.6
02:40,43.5,1034.0,901.7,959.4
02:50,42.4,1039.6,907.5,950.9
03,43.0,1016.4,891.9,955.6
03:10,42.4,1028.0,899.5,951.7
03:20,42.2,1011.0,880.0,947.8
03:30,42.4,1018.2,878.5,942.4
03:40,42.3,1024.3,887.5,938.9
03:50,42.1,1004.4,883.2,922.7
04,41.1,1011.5,875.9,929.1
04:10,41.5,993.7,900.7,936.3
04:20,41.7,992.8,891.7,927.5
04:30,41.0,1003.8,872.1,923.5
04:40,41.0,991.7,883.5,926.4
04:50,41.1,989.0,869.2,923.1
05,40.8,992.7,887.3,918.8
05:10,41.7,994.1,873.0,910.8
05:20,40.3,988.1,853.1,904.4
05:30,40.0,981.1,888.4,908.6
05:40,40.9,979.7,861.0,917.7
05:50,40.9,979.5,871.3,927.5
06,41.6,976.4,862.0,918.4
06:10,41.9,958.3,858.0,949.7
06:20,42.6,954.3,882.2,954.7
06:30,43.1,956.6,879.8,967.8
06:40,44.4,971.2,877.7,967.6
06:50,44.2,966.7,877.6,986.9
07,44.7,978.5,894.9,1001.5
07:10,46.6,998.2,885.7,1030.0
07:20,46.2,1006.0,902.8,1047.0
07:30,45.3,1021.3,903.8,1064.8
07:40,47.5,1027.6,916.4,1088.0
07:50,47.8,1050.4,942.0,1116.8
08,49.7,1073.1,1006.3,1169.0
08:10,48.0,1135.6,1031.8,1202.9
