00,42.8,1104.2,768.8,1168.6
00:10,42.6,1114.9,770.3,1152.6
00:20,42.3,1102.3,778.4,1162.3
00:30,41.8,1100.3,761.8,1149.5
00:40,41.2,1101.4,752.7,1142.2
00:50,41.4,1093.6,739.0,1130.3
01,40.3,1079.3,746.9,1115.9
01:10,40.6,1074.2,751.2,1113.9
01:20,39.8,1066.1,758.2,1094.3
01:30,40.4,1066.6,738.1,1094.5
01:40,39.3,1056.6,719.2,1089.2
01:50,39.0,1047.0,729.6,1074.4
02,39.7,1035.5,716.6,1076.1
02:10,39.2,1030.5,733.8,1070.2
02:20,38.6,1038.6,733.1,1058.0
02:30,39.9,1017.4,710.1,1065.5
02:40,39.2,1027.8,712.9,1046.2
02:50,38.6,1021.9,718.8,1041.7
03,39.0,1023.9,712.3,1030.9
03:10,47.8,986.5,735.0,1032.1
03:20,47.9,986.2,717.7,1035.1
03:30,47.3,998.4,718.4,1021.6
03:40,47.2,982.9,709.5,1026.3
03:50,48.3,969.8,702.3,1036.2
04,47.3,986.6,712.0,1015.4
04:10,42.3,1003.5,702.0,1004.0
04:20,42.2,1007.0,701.1,1010.0
04:30,43.2,984.8,717.7,998.0
04:40,43.4,994.1,704.2,998.0
04:50,42.2,1012.5,704.9,1001.6
05,40.6,1010.3,697.0,998.8
05:10,45.7,984.1,711.8,1010.4
05:20,45.8,984.4,717.8,1005.7
05:30,45.3,989.3,709.2,999.9
05:40,44.2,991.7,702.8,1006.9
05:50,42.9,999.1,706.2,1014.4
06,42.9,991.1,709.1,1012.9
06:10,45.8,996.9,719.4,1027.7
06:20,47.5,998.7,725.1,1032.0
06:30,47.2,977.0,724.6,1044.6
06:40,48.6,989.8,717.5,1054.4
06:50,45.5,1017.4,718.4,1049.5
07,45.8,1001.8,725.4,1082.0
07:10,49.6,1023.8,742.8,1098.4
07:20,49.3,1032.2,743.4,1116.5
07:30,49.0,1037.4,747.5,1124.4
07:40,48.3,1069.4,750.4,1156.9
07:50,46.9,1075.4,779.6,1183.1
08,50.8,1086.3,805.2,1221.3
08:10,43.0,1189.5,845.8,1257.9
08:20,42.7,1220.5,843.7,1278.1
08:30,44.9,1219.2,853.1,1305.9
08:40,45.1,1235.3,869.3,1329.1
08:50,46.5,1244.3,901.3,1356.3
09,47.2,1243.9,923.4,1380.1
09:10,45.3,1233.8,931.3,1382.9
09:20,46.9,1218.8,930.2,1397.2
09:30,48.2,1241.4,923.8,1424.2
09:40,43.8,1238.6,937.9,1423.1
09:50,45.9,1255.3,937.4,1423.1
10,47.0,1235.0,933.9,1449.0
10:10,49.0,1252.9,941.2,1457.0
10:20,49.0,1245.4,959.3,1474.9
10:30,50.8,1260.8,943.5,1491.7
10:40,53.4,1276.9,958.6,1508.0
10:50,50.5,1281.9,950.4,1519.8
11,53.8,1265.1,947.2,1528.6
11:10,51.6,1302.3,954.0,1543.9
11:20,51.3,1276.4,943.1,1538.2
11:30,49.9,1298.6,953.5,1562.1
11:40,54.0,1271.4,970.3,1557.6
11:50,55.0,1307.7,946.7,1565.0
12,52.2,1268.8,936.5,1545.5
12:10,52.6,1257.3,915.6,1538.5
12:20,50.0,1240.8,885.7,1550.2
12:30,50.2,1267.5,904.0,1537.0
12:40,51.1,1254.6,899.1,1533.3
