00,47.7,1101.4,891.5,1095.2
00:10,47.7,1095.9,893.0,1103.2
00:20,46.8,1086.3,894.6,1100.5
00:30,46.8,1090.8,871.3,1085.1
00:40,46.3,1067.6,868.0,1075.2
00:50,46.3,1086.9,855.3,1072.8
01,45.3,1080.2,852.7,1063.9
01:10,45.3,1086.6,858.5,1042.7
01:20,44.6,1071.5,854.8,1037.4
01:30,44.1,1055.0,828.7,1035.7
01:40,44.6,1056.1,830.9,1023.1
01:50,44.0,1064.1,840.7,1019.5
02,43.4,1048.3,824.9,1008.7
02:10,43.7,1076.5,814.6,993.7
02:20,43.2,1053.1,808.3,989.9
02:30,43.0,1051.1,808.4,991.0
02:40,43.1,1051.3,796.1,990.2
02:50,42.5,1054.4,807.7,979.7
03,42.5,1052.9,798.4,969.1
03:10,41.9,1040.6,814.6,974.3
03:20,41.9,1036.8,796.1,966.1
03:30,41.7,1029.1,793.3,962.8
03:40,41.9,1042.0,788.2,958.8
03:50,41.9,1030.5,800.0,953.9
04,41.6,1024.0,784.1,945.0
04:10,41.6,999.5,789.2,960.0
04:20,41.3,1009.4,804.3,957.9
04:30,40.8,1009.3,781.4,956.5
04:40,40.9,1011.0,798.0,940.0
04:50,41.0,1010.9,798.9,952.3
05,41.0,1004.6,780.8,946.3
05:10,40.9,994.3,800.3,959.0
05:20,40.8,981.4,778.5,962.5
05:30,40.5,976.5,794.3,951.5
05:40,39.7,955.5,797.2,960.5
05:50,40.0,963.6,791.0,962.4
06,39.6,964.6,791.4,977.8
06:10,39.8,954.7,796.0,984.9
06:20,40.0,965.8,786.4,986.0
06:30,39.8,963.7,794.2,1002.2
06:40,40.6,961.0,796.7,1014.1
06:50,41.2,977.6,807.2,1032.9
07,40.2,990.3,813.0,1032.1
07:10,41.9,985.7,827.3,1061.6
07:20,42.0,997.8,825.8,1088.0
07:30,41.2,1016.1,828.9,1107.7
07:40,41.9,1046.8,844.6,1143.4
07:50,42.9,1062.7,848.5,1170.9
08,44.6,1092.3,893.8,1216.0
08:10,46.8,1161.7,941.1,1269.1
08:20,47.3,1191.9,959.3,1292.3
08:30,47.5,1206.1,974.2,1314.3
08:40,47.6,1220.4,980.4,1323.5
08:50,48.9,1235.0,997.5,1347.2
09,50.5,1224.5,1011.1,1366.4
09:10,51.0,1237.8,1012.4,1377.1
09:20,50.4,1235.0,1017.9,1392.3
09:30,51.4,1255.3,1013.8,1402.5
09:40,50.6,1248.4,1012.4,1413.8
09:50,52.8,1281.1,1006.9,1429.2
10,53.0,1309.2,1026.2,1423.3
10:10,50.3,1295.4,1024.7,1439.1
10:20,51.6,1257.8,1016.8,1468.9
10:30,54.1,1297.4,1021.7,1466.8
10:40,52.6,1297.8,1024.9,1480.2
10:50,52.9,1315.7,1029.1,1479.7
11,54.8,1315.8,1035.3,1489.9
11:10,54.5,1319.4,1046.9,1504.4
11:20,56.8,1314.9,1054.4,1509.5
11:30,56.4,1318.8,1023.1,1518.2
11:40,56.1,1334.9,1037.7,1518.9
11:50,58.3,1328.8,1038.9,1517.7
12,61.0,1307.7,1001.5,1505.5
12:10,53.2,1275.9,1007.2,1516.7
12:20,54.8,1269.3,998.9,1511.5
12:30,61.8,1273.2,998.8,1505.3
12:40,54.1,1274.6,993.5,1512.8
12:50,55.5,1283.6,1006.2,1510.2
13,57.2,1297.5,1022.9,1514.4
13:10,57.6,1337.0,1071.4,1529.9
13:20,59.6,1344.9,1070.4,1535.8
13:30,61.4,1340.2,1053.7,1540.9
13:40,58.2,1333.3,1062.7,1544.2
13:50,56.0,1337.7,1073.3,1547.7
14,60.9,1345.1,1074.9,1545.5
14:10,59.1,1347.2,1065.3,1536.5
14:20,59.0,1349.1,1063.6,1541.5
14:30,59.0,1354.6,1065.5,1543.5
