00,47.0,1060.1,830.8,1058.5
00:10,46.3,1061.3,824.3,1059.1
00:20,46.5,1058.2,814.2,1045.0
00:30,45.8,1056.3,794.6,1035.5
00:40,45.4,1049.0,800.0,1015.6
00:50,44.7,1041.0,802.9,1011.2
01,45.1,1035.2,789.5,1010.8
01:10,44.2,1043.8,781.4,992.3
01:20,43.3,1037.7,804.6,994.3
01:30,43.4,1024.9,767.4,982.2
01:40,42.8,1026.2,787.6,971.7
01:50,44.1,1024.5,772.9,973.5
02,44.5,1014.8,769.5,960.8
02:10,45.2,999.9,767.0,956.5
02:20,44.6,1010.3,768.8,954.6
02:30,41.6,1003.7,760.6,944.5
02:40,41.6,1003.9,773.2,939.3
02:50,40.9,1002.8,770.5,915.3
03,41.3,999.7,758.6,923.6
03:10,43.8,987.6,756.9,916.1
03:20,45.4,973.9,759.5,917.6
03:30,44.6,970.2,764.9,921.7
03:40,43.4,970.1,759.3,905.5
03:50,43.7,970.9,755.3,910.9
04,43.5,994.6,746.5,911.5
04:10,41.3,994.0,747.8,910.9
04:20,40.9,993.0,751.5,899.1
04:30,40.7,974.4,736.6,912.1
04:40,40.9,986.3,747.1,906.9
04:50,42.2,962.5,752.9,904.6
05,41.1,989.9,739.9,895.5
05:10,46.0,972.9,758.6,910.3
05:20,45.7,970.0,761.4,906.5
05:30,44.8,968.3,753.1,908.8
05:40,45.7,969.5,754.8,897.1
05:50,44.8,959.8,751.8,911.4
06,44.2,961.4,750.9,920.9
06:10,52.2,937.7,753.8,951.6
06:20,51.8,941.3,761.7,951.2
06:30,51.1,941.0,761.6,951.1
06:40,52.3,956.9,767.5,970.0
06:50,50.2,975.1,763.5,986.5
07,51.5,977.2,772.4,1001.7
07:10,49.6,997.5,779.3,1019.2
07:20,50.1,1021.2,796.4,1054.3
07:30,50.4,1033.6,805.5,1059.6
07:40,52.0,1038.8,818.8,1101.0
07:50,50.2,1068.2,841.7,1125.1
08,54.9,1077.6,887.3,1184.7
08:10,47.5,1140.2,928.9,1222.1
08:20,48.4,1214.7,943.8,1252.0
08:30,48.4,1238.5,940.7,1295.2
08:40,51.1,1218.8,951.3,1330.6
08:50,51.2,1271.5,977.5,1323.3
09,51.9,1253.0,978.8,1357.1
09:10,56.7,1235.3,991.5,1378.1
09:20,56.6,1242.3,988.4,1390.0
09:30,57.8,1239.8,986.3,1413.2
09:40,57.3,1256.5,995.4,1425.6
09:50,57.4,1259.6,1006.7,1430.9
10,57.2,1279.4,1008.8,1444.9
10:10,57.2,1284.9,1022.1,1449.5
10:20,57.5,1292.9,1016.7,1470.8
10:30,59.4,1260.5,1028.5,1481.3
10:40,57.6,1302.5,1033.0,1497.5
10:50,58.3,1301.1,1040.4,1501.9
11,61.3,1317.6,1046.0,1510.1
11:10,53.5,1326.1,1040.3,1529.1
11:20,55.5,1345.4,1028.3,1528.8
11:30,54.3,1351.0,1039.8,1513.3
11:40,54.4,1335.1,1046.1,1533.0
11:50,57.0,1345.8,1051.6,1532.0
12,57.6,1306.9,1025.2,1528.3
12:10,66.2,1265.5,1002.1,1545.1
12:20,67.6,1280.5,1013.1,1525.1
12:30,67.9,1266.4,995.2,1532.4
12:40,71.2,1277.7,1019.7,1532.2
12:50,68.9,1275.1,1009.3,1524.5
13,63.7,1280.9,1016.0,1530.2
13:10,59.4,1344.4,1044.5,1532.3
13:20,55.6,1341.3,1036.4,1556.5
13:30,55.9,1339.1,1036.9,1548.1
13:40,56.1,1374.2,1037.0,1552.9
13:50,56.2,1377.2,1032.3,1555.5
14,60.6,1376.5,1043.1,1556.8
14:10,58.3,1383.7,1042.9,1545.2
14:20,58.7,1373.1,1046.8,1555.6
14:30,58.3,1365.6,1035.6,1552.4
14:40,59.9,1389.3,1033.9,1555.4
14:50,56.2,1382.1,1033.7,1559.4
15,58.1,1356.2,1028.6,1558.4
15:10,49.5,1392.6,1015.1,1546.3
15:20,48.1,1400.5,1012.1,1544.3
15:30,47.0,1387.8,1010.5,1542.1
15:40,47.9,1394.2,1012.3,1542.5
15:50,48.2,1408.7,1012.6,1529.4
16,50.7,1410.3,1003.7,1537.0
16:10,44.5,1389.9,1000.1,1536.9
16:20,43.7,1385.0,999.3,1525.9
16:30,46.9,1366.4,1011.0,1529.4
16:40,46.2,1334.1,1003.2,1527.5
16:50,45.9,1330.8,993.2,1521.4
17,48.3,1308.9,970.6,1518.8
17:10,43.3,1294.8,953.5,1493.6
17:20,43.6,1283.2,945.7,1491.0
17:30,45.0,1279.0,947.1,1485.2
17:40,45.2,1277.7,944.5,1476.2
17:50,43.0,1284.7,944.8,1464.4
18,44.4,1283.3,952.0,1461.4
18:10,42.5,1290.5,949.1,1441.9
18:20,45.0,1287.3,949.2,1442.2
18:30,45.6,1291.6,953.7,1438.0
18:40,46.0,1290.9,956.3,1440.0
18:50,45.7,1289.8,962.1,1436.5
19,47.3,1264.8,973.9,1426.9
19:10,51.5,1253.0,970.4,1420.9
19:20,52.5,1250.8,967.5,1415.0
19:30,50.7,1254.0,972.9,1407.0
19:40,50.9,1251.7,968.3,1401.7
19:50,50.7,1252.8,962.6,1398.2
20,50.5,1254.7,958.3,1395.7
20:10,55.4,1228.7,960.9,1400.1
20:20,55.2,1226.3,957.2,1394.2
20:30,56.1,1214.0,956.1,1391.3
20:40,54.6,1209.9,950.6,1390.1
20:50,53.7,1200.2,958.1,1385.2
21,53.5,1199.8,950.2,1374.4
21:10,54.4,1187.0,940.8,1357.2
21:20,54.1,1198.9,941.3,1346.3
21:30,53.9,1191.2,937.2,1335.2
21:40,52.9,1177.1,934.7,1332.1
21:50,53.5,1190.0,931.8,1313.6
22,53.8,1186.3,930.3,1300.9
22:10,54.4,1192.0,962.7,1298.2
22:20,55.8,1173.1,950.0,1289.9
22:30,52.8,1180.4,949.8,1279.3
22:40,53.1,1188.8,946.8,1254.4
22:50,53.3,1179.1,937.2,1258.5
23,52.5,1159.1,924.2,1238.9
23:10,51.8,1149.6,941.2,1219.7
23:20,50.7,1155.1,921.9,1201.5
23:30,50.7,1131.1,914.3,1193.0
23:40,50.3,1132.0,890.4,1189.1
