00:00,1376.3,515.6,590.3,214.8,164.5,33.7,0.0,74.8,38.6,43.8,3.8,0.0
00:10,1401.0,502.4,591.1,215.2,153.6,33.7,0.0,74.1,38.4,43.3,3.8,-3.5
00:20,1417.1,491.4,590.5,215.7,136.8,33.8,0.0,77.8,38.4,44.3,4.0,-1.5
00:30,1396.2,474.8,589.4,215.7,129.4,33.8,0.0,77.5,32.3,45.4,4.1,0.0
00:40,1417.5,478.1,590.9,215.4,123.0,33.7,0.0,78.8,29.3,42.4,4.2,-1.2
00:50,1394.1,473.6,591.0,215.3,117.7,33.7,0.0,76.0,29.5,43.9,4.3,0.0
01:00,1392.0,443.8,590.3,214.6,113.2,33.5,0.0,77.7,26.2,44.0,4.2,-0.5
01:10,1417.2,430.0,591.8,215.2,108.4,33.5,0.0,76.3,26.4,46.3,4.0,-1.6
01:20,1422.0,421.3,589.3,215.4,105.0,33.7,0.0,74.9,26.2,43.9,4.0,-1.9
01:30,1379.8,417.2,590.0,214.7,101.4,33.6,0.0,81.8,26.5,42.1,4.1,0.0
01:40,1385.3,417.5,589.0,215.4,99.9,33.3,0.0,80.1,26.2,28.5,4.2,-5.5
01:50,1403.1,417.8,588.6,215.0,95.0,33.4,0.0,74.7,26.3,27.7,4.1,-26.5
02:00,1386.2,417.5,589.6,215.4,91.7,33.4,0.0,74.3,26.7,29.0,4.0,-25.8
02:10,1392.8,417.0,590.0,215.2,89.7,33.4,0.0,72.2,26.4,29.6,4.0,-24.8
02:20,1388.6,417.6,591.0,215.0,83.9,33.3,0.0,70.6,26.6,2.9,4.0,-24.7
02:30,1396.7,417.5,590.3,214.9,80.6,33.2,0.0,68.1,26.4,0.0,3.9,-30.0
02:40,1390.3,418.6,590.7,215.0,82.6,33.3,0.0,66.9,26.4,2.8,4.0,-50.6
02:50,1393.1,417.3,590.5,215.5,82.3,33.1,0.0,65.4,26.5,0.0,4.0,-51.4
03:00,1417.1,430.6,589.9,214.9,77.6,33.4,0.0,66.1,35.3,0.4,3.9,-78.1
03:10,1419.1,432.2,590.1,214.9,81.1,32.9,0.0,59.8,25.0,0.0,3.8,-83.9
03:20,1414.1,421.4,589.8,215.2,79.6,33.1,0.0,55.8,24.4,0.0,3.7,-79.2
03:30,1381.3,413.0,590.2,215.5,77.1,32.8,0.0,57.2,24.4,0.0,3.5,-78.6
03:40,1388.8,402.5,589.7,214.9,81.3,32.8,0.0,56.6,24.5,0.0,3.4,-79.4
