00:00,1279.7,442.5,513.1,76.8,167.2,19.0,0.0,351.7,52.9,43.0,4.0,-0.0
00:10,1293.3,453.0,513.1,76.8,159.9,18.6,0.0,346.6,53.3,47.6,3.9,0.0
00:20,1295.6,455.3,513.2,77.3,148.0,18.9,0.0,341.6,53.4,55.4,4.0,-0.2
00:30,1292.2,456.9,513.3,76.7,135.8,18.9,0.0,336.7,53.1,45.8,4.1,0.0
00:40,1308.2,462.7,511.2,76.7,77.8,18.8,0.0,330.2,53.0,71.2,4.2,0.0
00:50,1349.5,446.1,513.2,77.0,72.4,18.4,0.0,318.0,53.1,45.0,3.9,0.0
01:00,1342.0,442.5,513.1,77.9,70.5,18.6,0.0,313.5,53.3,43.7,3.8,-2.2
01:10,1308.3,440.5,513.8,76.9,73.6,18.6,0.0,305.8,52.9,42.6,3.7,-1.3
01:20,1306.5,440.3,513.0,77.0,68.3,18.3,0.0,303.6,52.9,42.5,3.9,-2.0
01:30,1305.7,441.2,512.8,77.3,71.1,18.5,0.0,299.4,53.0,44.0,3.8,-1.1
01:40,1295.4,441.0,512.8,77.2,69.1,18.4,0.0,304.7,52.8,28.1,3.6,-0.4
01:50,1291.8,441.7,512.1,77.5,69.0,18.3,0.0,305.7,52.7,14.1,3.9,-0.2
02:00,1293.7,440.8,514.5,77.4,69.8,18.2,0.0,305.4,53.3,14.6,4.0,-1.5
02:10,1277.6,441.7,514.0,77.0,65.5,18.2,0.0,299.9,53.6,14.5,3.9,-3.9
02:20,1273.2,440.0,514.0,77.0,67.1,18.2,0.0,296.8,54.2,14.9,3.8,-3.6
02:30,1279.8,441.4,512.3,77.2,67.8,18.2,0.0,294.8,54.1,13.9,3.9,-24.7
02:40,1266.2,440.3,513.7,77.4,66.6,18.2,0.0,293.7,54.3,14.4,3.9,-25.6
02:50,1275.6,440.6,513.0,77.4,64.2,18.3,0.0,292.3,54.4,14.3,3.9,-27.1
03:00,1286.8,440.7,512.4,77.2,65.7,18.3,0.0,289.6,54.0,0.0,3.9,-26.2
03:10,1268.6,440.4,512.7,77.7,62.9,18.2,0.0,290.7,54.3,0.0,3.8,-25.5
03:20,1281.2,443.0,512.3,77.3,67.8,18.3,0.0,290.9,54.2,0.0,4.1,-51.8
03:30,1276.2,440.6,512.5,77.2,67.7,18.1,0.0,283.9,54.4,0.0,4.0,-51.4
03:40,1291.0,443.2,513.2,77.3,72.6,18.0,0.0,281.4,54.2,1.7,3.9,-50.7
03:50,1282.5,441.1,512.6,77.4,70.2,18.0,0.0,277.5,54.2,0.0,3.9,-54.1
04:00,1285.3,442.9,512.0,77.0,70.3,18.2,0.0,279.6,54.0,2.7,3.9,-50.8
04:10,1289.4,441.1,512.7,76.5,64.5,18.0,0.0,284.5,49.2,0.0,3.9,-58.1
04:20,1278.8,439.6,512.2,76.1,67.5,17.9,0.0,285.7,48.4,0.0,3.8,-57.3
04:30,1264.0,440.5,513.5,77.3,67.6,18.2,0.0,288.2,48.5,0.0,3.9,-56.1
04:40,1271.9,440.1,511.7,77.4,69.7,18.1,0.0,289.6,47.8,0.0,3.8,-56.6
04:50,1270.8,441.0,513.5,77.1,66.9,18.0,0.0,292.2,48.3,0.0,3.8,-55.0
05:00,1259.9,438.0,512.7,76.3,65.7,18.2,0.5,294.9,47.9,0.0,4.1,-54.9
05:10,1270.5,440.3,513.2,76.6,64.4,18.0,0.4,296.2,48.0,0.0,4.0,-60.6
05:20,1266.3,441.1,512.8,77.2,67.7,17.9,0.4,297.7,47.6,0.0,3.9,-59.9
05:30,1273.3,441.3,512.5,77.3,64.1,18.0,0.5,298.0,48.1,0.0,3.6,-60.2
05:40,1276.3,441.2,512.7,77.3,67.8,18.2,1.1,296.2,48.2,0.0,3.6,-57.3
